"ID","2017-01-01","37"
"ID","2017-01-02","27"
"ID","2017-01-03","20"
"ID","2017-01-04","25"
"ID","2017-01-05","26"
"ID","2017-01-06","29"
"ID","2017-01-07","23"
"ID","2017-01-08","28"
"ID","2017-01-09","32"
"ID","2017-01-10","35"
"ID","2017-01-11","33"
"ID","2017-01-12","26"
"ID","2017-01-13","21"
"ID","2017-01-14","31"
"ID","2017-01-15","26"
"ID","2017-01-16","28"
"ID","2017-01-17","29"
"ID","2017-01-18","28"
"ID","2017-01-19","36"
"ID","2017-01-20","28"
"ID","2017-01-21","21"
"ID","2017-01-22","33"
"ID","2017-01-23","32"
"ID","2017-01-24","33"
"ID","2017-01-25","20"
"ID","2017-01-26","27"
"ID","2017-01-27","26"
"ID","2017-01-28","31"
"ID","2017-01-29","29"
"ID","2017-01-30","32"
"ID","2017-01-31","24"
"ID","2017-02-01","30"
"ID","2017-02-02","33"
"ID","2017-02-03","36"
"ID","2017-02-04","26"
"ID","2017-02-05","21"
"ID","2017-02-06","30"
"ID","2017-02-07","41"
"ID","2017-02-08","32"
"ID","2017-02-09","29"
"ID","2017-02-10","22"
"ID","2017-02-11","30"
"ID","2017-02-12","27"
"ID","2017-02-13","27"
"ID","2017-02-14","27"
"ID","2017-02-15","34"
"ID","2017-02-16","32"
"ID","2017-02-17","27"
"ID","2017-02-18","34"
"ID","2017-02-19","26"
"ID","2017-02-20","29"
"ID","2017-02-21","25"
"ID","2017-02-22","30"
"ID","2017-02-23","30"
"ID","2017-02-24","25"
"ID","2017-02-25","29"
"ID","2017-02-26","24"
"ID","2017-02-27","28"
"ID","2017-02-28","16"
"ID","2017-03-01","31"
"ID","2017-03-02","36"
"ID","2017-03-03","27"
"ID","2017-03-04","32"
"ID","2017-03-05","25"
"ID","2017-03-06","26"
"ID","2017-03-07","28"
"ID","2017-03-08","26"
"ID","2017-03-09","29"
"ID","2017-03-10","41"
"ID","2017-03-11","29"
"ID","2017-03-12","23"
"ID","2017-03-13","23"
"ID","2017-03-14","28"
"ID","2017-03-15","32"
"ID","2017-03-16","26"
"ID","2017-03-17","32"
"ID","2017-03-18","31"
"ID","2017-03-19","30"
"ID","2017-03-20","29"
"ID","2017-03-21","27"
"ID","2017-03-22","31"
"ID","2017-03-23","32"
"ID","2017-03-24","31"
"ID","2017-03-25","24"
"ID","2017-03-26","41"
"ID","2017-03-27","29"
"ID","2017-03-28","28"
"ID","2017-03-29","31"
"ID","2017-03-30","32"
"ID","2017-03-31","34"
"ID","2017-04-01","28"
"ID","2017-04-02","30"
"ID","2017-04-03","27"
"ID","2017-04-04","30"
"ID","2017-04-05","25"
"ID","2017-04-06","28"
"ID","2017-04-07","19"
"ID","2017-04-08","24"
"ID","2017-04-09","25"
"ID","2017-04-10","23"
"ID","2017-04-11","20"
"ID","2017-04-12","19"
"ID","2017-04-13","24"
"ID","2017-04-14","29"
"ID","2017-04-15","31"
"ID","2017-04-16","27"
"ID","2017-04-17","23"
"ID","2017-04-18","38"
"ID","2017-04-19","27"
"ID","2017-04-20","23"
"ID","2017-04-21","26"
"ID","2017-04-22","29"
"ID","2017-04-23","40"
"ID","2017-04-24","28"
"ID","2017-04-25","40"
"ID","2017-04-26","27"
"ID","2017-04-27","30"
"ID","2017-04-28","27"
"ID","2017-04-29","33"
"ID","2017-04-30","38"
"ID","2017-05-01","25"
"ID","2017-05-02","25"
"ID","2017-05-03","22"
"ID","2017-05-04","31"
"ID","2017-05-05","28"
"ID","2017-05-06","28"
"ID","2017-05-07","24"
"ID","2017-05-08","28"
"ID","2017-05-09","22"
"ID","2017-05-10","26"
"ID","2017-05-11","30"
"ID","2017-05-12","31"
"ID","2017-05-13","25"
"ID","2017-05-14","31"
"ID","2017-05-15","21"
"ID","2017-05-16","32"
"ID","2017-05-17","33"
"ID","2017-05-18","26"
"ID","2017-05-19","33"
"ID","2017-05-20","25"
"ID","2017-05-21","28"
"ID","2017-05-22","42"
"ID","2017-05-23","27"
"ID","2017-05-24","27"
"ID","2017-05-25","21"
"ID","2017-05-26","37"
"ID","2017-05-27","32"
"ID","2017-05-28","29"
"ID","2017-05-29","44"
"ID","2017-05-30","30"
"ID","2017-05-31","34"
"ID","2017-06-01","34"
"MY","2017-01-01","25"
"MY","2017-01-02","23"
"MY","2017-01-03","27"
"MY","2017-01-04","32"
"MY","2017-01-05","31"
"MY","2017-01-06","37"
"MY","2017-01-07","23"
"MY","2017-01-08","17"
"MY","2017-01-09","32"
"MY","2017-01-10","28"
"MY","2017-01-11","27"
"MY","2017-01-12","33"
"MY","2017-01-13","17"
"MY","2017-01-14","32"
"MY","2017-01-15","29"
"MY","2017-01-16","33"
"MY","2017-01-17","28"
"MY","2017-01-18","43"
"MY","2017-01-19","33"
"MY","2017-01-20","29"
"MY","2017-01-21","33"
"MY","2017-01-22","26"
"MY","2017-01-23","34"
"MY","2017-01-24","30"
"MY","2017-01-25","24"
"MY","2017-01-26","24"
"MY","2017-01-27","19"
"MY","2017-01-28","23"
"MY","2017-01-29","41"
"MY","2017-01-30","25"
"MY","2017-01-31","33"
"MY","2017-02-01","26"
"MY","2017-02-02","28"
"MY","2017-02-03","33"
"MY","2017-02-04","19"
"MY","2017-02-05","29"
"MY","2017-02-06","27"
"MY","2017-02-07","33"
"MY","2017-02-08","30"
"MY","2017-02-09","29"
"MY","2017-02-10","28"
"MY","2017-02-11","25"
"MY","2017-02-12","28"
"MY","2017-02-13","31"
"MY","2017-02-14","30"
"MY","2017-02-15","24"
"MY","2017-02-16","34"
"MY","2017-02-17","27"
"MY","2017-02-18","39"
"MY","2017-02-19","31"
"MY","2017-02-20","20"
"MY","2017-02-21","21"
"MY","2017-02-22","31"
"MY","2017-02-23","29"
"MY","2017-02-24","38"
"MY","2017-02-25","27"
"MY","2017-02-26","19"
"MY","2017-02-27","22"
"MY","2017-02-28","18"
"MY","2017-03-01","31"
"MY","2017-03-02","27"
"MY","2017-03-03","29"
"MY","2017-03-04","23"
"MY","2017-03-05","25"
"MY","2017-03-06","21"
"MY","2017-03-07","27"
"MY","2017-03-08","19"
"MY","2017-03-09","23"
"MY","2017-03-10","21"
"MY","2017-03-11","26"
"MY","2017-03-12","24"
"MY","2017-03-13","34"
"MY","2017-03-14","28"
"MY","2017-03-15","26"
"MY","2017-03-16","26"
"MY","2017-03-17","21"
"MY","2017-03-18","31"
"MY","2017-03-19","33"
"MY","2017-03-20","25"
"MY","2017-03-21","25"
"MY","2017-03-22","30"
"MY","2017-03-23","27"
"MY","2017-03-24","27"
"MY","2017-03-25","27"
"MY","2017-03-26","17"
"MY","2017-03-27","26"
"MY","2017-03-28","25"
"MY","2017-03-29","29"
"MY","2017-03-30","23"
"MY","2017-03-31","25"
"MY","2017-04-01","23"
"MY","2017-04-02","29"
"MY","2017-04-03","24"
"MY","2017-04-04","26"
"MY","2017-04-05","18"
"MY","2017-04-06","23"
"MY","2017-04-07","28"
"MY","2017-04-08","19"
"MY","2017-04-09","27"
"MY","2017-04-10","21"
"MY","2017-04-11","26"
"MY","2017-04-12","32"
"MY","2017-04-13","17"
"MY","2017-04-14","20"
"MY","2017-04-15","21"
"MY","2017-04-16","37"
"MY","2017-04-17","24"
"MY","2017-04-18","31"
"MY","2017-04-19","37"
"MY","2017-04-20","39"
"MY","2017-04-21","22"
"MY","2017-04-22","28"
"MY","2017-04-23","24"
"MY","2017-04-24","31"
"MY","2017-04-25","25"
"MY","2017-04-26","33"
"MY","2017-04-27","27"
"MY","2017-04-28","25"
"MY","2017-04-29","24"
"MY","2017-04-30","27"
"MY","2017-05-01","23"
"MY","2017-05-02","35"
"MY","2017-05-03","24"
"MY","2017-05-04","30"
"MY","2017-05-05","33"
"MY","2017-05-06","23"
"MY","2017-05-07","27"
"MY","2017-05-08","29"
"MY","2017-05-09","24"
"MY","2017-05-10","25"
"MY","2017-05-11","32"
"MY","2017-05-12","30"
"MY","2017-05-13","20"
"MY","2017-05-14","28"
"MY","2017-05-15","13"
"MY","2017-05-16","24"
"MY","2017-05-17","22"
"MY","2017-05-18","29"
"MY","2017-05-19","28"
"MY","2017-05-20","29"
"MY","2017-05-21","24"
"MY","2017-05-22","26"
"MY","2017-05-23","25"
"MY","2017-05-24","30"
"MY","2017-05-25","33"
"MY","2017-05-26","24"
"MY","2017-05-27","28"
"MY","2017-05-28","37"
"MY","2017-05-29","40"
"MY","2017-05-30","33"
"MY","2017-05-31","30"
"MY","2017-06-01","26"
"PH","2017-01-01","34"
"PH","2017-01-02","33"
"PH","2017-01-03","31"
"PH","2017-01-04","34"
"PH","2017-01-05","35"
"PH","2017-01-06","25"
"PH","2017-01-07","24"
"PH","2017-01-08","28"
"PH","2017-01-09","28"
